node,GEOID20,district
670,45045002606,6
671,45091061302,5
672,45091061701,6
673,45091060901,5
674,45091061301,5
675,45091061202,5
676,45091061900,6
677,45069960202,5
678,45069960201,5
679,45023020602,5
680,45023020601,5
681,45013010200,1
682,45013010500,1
683,45013010800,1
684,45013011000,1
685,45013011100,1
686,45013011200,1
687,45013011300,1
688,45013010400,1
689,45091061203,5
690,45049920500,1
691,45049920300,1
692,45049920100,0
693,45021970401,6
694,45021970302,6
695,45021970700,6
696,45021970301,6
697,45059920104,4
698,45059920202,3
699,45059921001,3
700,45059920302,3
701,45003020702,3
702,45003021001,3
703,45003020701,3
704,45003021202,3
705,45003021601,3
706,45003020200,3
707,45003021201,3
708,45003020100,3
709,45003020500,3
710,45003021700,3
711,45003021300,3
712,45087030200,6
713,45087030600,5
714,45087030700,6
715,45087030800,6
716,45083020702,6
717,45083022007,6
718,45083022006,6
719,45083022005,6
720,45083021402,6
721,45083021401,6
722,45083021803,6
723,45083022405,6
724,45083022404,6
725,45083023401,6
726,45083023201,6
727,45083023202,6
728,45083022102,6
729,45083023402,6
730,45063021029,3
731,45063021028,3
732,45063021032,3
733,45063020905,3
734,45063020706,3
735,45019005602,1
736,45019005601,1
737,45019005701,1
738,45019002108,1
739,45019002504,1
740,45019002106,1
741,45019004619,2
742,45019003117,1
743,45019005002,2
744,45019002401,1
745,45019002008,1
746,45019002009,2
747,45019004616,2
748,45019002503,1
749,45019002107,1
750,45019002402,1
751,45019003116,1
752,45019005900,1
753,45019004615,2
754,45019004618,2
755,45019004620,2
756,45019005001,2
757,45019004617,2
758,45019005702,1
759,45075011400,0
760,45075011300,0
761,45075010500,0
762,45075010700,0
763,45075011100,0
764,45075011000,0
765,45075010200,0
766,45075011200,0
767,45075010400,0
768,45075011500,0
769,45075011600,0
770,45075012000,0
771,45003021800,0
772,45027960702,0
773,45027960701,0
774,45027960703,0
775,45029970401,1
